date,anlage,kurs
2023-07-18,BTC,29856.5625
2023-07-19,BTC,29913.923828125
2023-07-20,BTC,29792.015625
2023-07-21,BTC,29908.744140625
2023-07-22,BTC,29771.802734375
2023-07-23,BTC,30084.5390625
2023-07-24,BTC,29176.916015625
2023-07-25,BTC,29227.390625
2023-07-26,BTC,29354.97265625
2023-07-27,BTC,29210.689453125
2023-07-28,BTC,29319.24609375
2023-07-29,BTC,29356.91796875
2023-07-30,BTC,29275.30859375
2023-07-31,BTC,29230.111328125
2023-08-01,BTC,29675.732421875
2023-08-02,BTC,29151.958984375
2023-08-03,BTC,29178.6796875
2023-08-04,BTC,29074.091796875
2023-08-05,BTC,29042.126953125
2023-08-06,BTC,29041.85546875
2023-08-07,BTC,29180.578125
2023-08-08,BTC,29765.4921875
2023-08-09,BTC,29561.494140625
2023-08-10,BTC,29429.591796875
2023-08-11,BTC,29397.71484375
2023-08-12,BTC,29415.96484375
2023-08-13,BTC,29282.9140625
2023-08-14,BTC,29408.443359375
2023-08-15,BTC,29170.34765625
2023-08-16,BTC,28701.779296875
2023-08-17,BTC,26664.55078125
2023-08-18,BTC,26049.556640625
2023-08-19,BTC,26096.205078125
2023-08-20,BTC,26189.583984375
2023-08-21,BTC,26124.140625
2023-08-22,BTC,26031.65625
2023-08-23,BTC,26431.640625
2023-08-24,BTC,26162.373046875
2023-08-25,BTC,26047.66796875
2023-08-26,BTC,26008.462890625
2023-08-27,BTC,26089.693359375
2023-08-28,BTC,26106.150390625
2023-08-29,BTC,27727.392578125
2023-08-30,BTC,27297.265625
2023-08-31,BTC,25931.47265625
2023-09-01,BTC,25800.724609375
2023-09-02,BTC,25868.798828125
2023-09-03,BTC,25969.56640625
2023-09-04,BTC,25812.416015625
2023-09-05,BTC,25779.982421875
2023-09-06,BTC,25753.236328125
2023-09-07,BTC,26240.1953125
2023-09-08,BTC,25905.654296875
2023-09-09,BTC,25895.677734375
2023-09-10,BTC,25832.2265625
2023-09-11,BTC,25162.654296875
2023-09-12,BTC,25833.34375
2023-09-13,BTC,26228.32421875
2023-09-14,BTC,26539.673828125
2023-09-15,BTC,26608.693359375
2023-09-16,BTC,26568.28125
2023-09-17,BTC,26534.1875
2023-09-18,BTC,26754.28125
2023-09-19,BTC,27211.1171875
2023-09-20,BTC,27132.0078125
2023-09-21,BTC,26567.6328125
2023-09-22,BTC,26579.568359375
2023-09-23,BTC,26579.390625
2023-09-24,BTC,26256.826171875
2023-09-25,BTC,26298.48046875
2023-09-26,BTC,26217.25
2023-09-27,BTC,26352.716796875
2023-09-28,BTC,27021.546875
2023-09-29,BTC,26911.720703125
2023-09-30,BTC,26967.916015625
2023-10-01,BTC,27983.75
2023-10-02,BTC,27530.78515625
2023-10-03,BTC,27429.978515625
2023-10-04,BTC,27799.39453125
2023-10-05,BTC,27415.912109375
2023-10-06,BTC,27946.59765625
2023-10-07,BTC,27968.83984375
2023-10-08,BTC,27935.08984375
2023-10-09,BTC,27583.677734375
2023-10-10,BTC,27391.01953125
2023-10-11,BTC,26873.3203125
2023-10-12,BTC,26756.798828125
2023-10-13,BTC,26862.375
2023-10-14,BTC,26861.70703125
2023-10-15,BTC,27159.65234375
2023-10-16,BTC,28519.466796875
2023-10-17,BTC,28415.748046875
2023-10-18,BTC,28328.341796875
2023-10-19,BTC,28719.806640625
2023-10-20,BTC,29682.94921875
2023-10-21,BTC,29918.412109375
2023-10-22,BTC,29993.896484375
2023-10-23,BTC,33086.234375
2023-10-24,BTC,33901.52734375
2023-10-25,BTC,34502.8203125
2023-10-26,BTC,34156.6484375
2023-10-27,BTC,33909.80078125
2023-10-28,BTC,34089.57421875
2023-10-29,BTC,34538.48046875
2023-10-30,BTC,34502.36328125
2023-10-31,BTC,34667.78125
2023-11-01,BTC,35437.25390625
2023-11-02,BTC,34938.2421875
2023-11-03,BTC,34732.32421875
2023-11-04,BTC,35082.1953125
2023-11-05,BTC,35049.35546875
2023-11-06,BTC,35037.37109375
2023-11-07,BTC,35443.5625
2023-11-08,BTC,35655.27734375
2023-11-09,BTC,36693.125
2023-11-10,BTC,37313.96875
2023-11-11,BTC,37138.05078125
2023-11-12,BTC,37054.51953125
2023-11-13,BTC,36502.35546875
2023-11-14,BTC,35537.640625
2023-11-15,BTC,37880.58203125
2023-11-16,BTC,36154.76953125
2023-11-17,BTC,36596.68359375
2023-11-18,BTC,36585.703125
2023-11-19,BTC,37386.546875
2023-11-20,BTC,37476.95703125
2023-11-21,BTC,35813.8125
2023-11-22,BTC,37432.33984375
2023-11-23,BTC,37289.62109375
2023-11-24,BTC,37720.28125
2023-11-25,BTC,37796.79296875
2023-11-26,BTC,37479.12109375
2023-11-27,BTC,37254.16796875
2023-11-28,BTC,37831.0859375
2023-11-29,BTC,37858.4921875
2023-11-30,BTC,37712.74609375
2023-12-01,BTC,38688.75
2023-12-02,BTC,39476.33203125
2023-12-03,BTC,39978.390625
2023-12-04,BTC,41980.09765625
2023-12-05,BTC,44080.6484375
2023-12-06,BTC,43746.4453125
2023-12-07,BTC,43292.6640625
2023-12-08,BTC,44166.6015625
2023-12-09,BTC,43725.984375
2023-12-10,BTC,43779.69921875
2023-12-11,BTC,41243.83203125
2023-12-12,BTC,41450.22265625
2023-12-13,BTC,42890.7421875
2023-12-14,BTC,43023.97265625
2023-12-15,BTC,41929.7578125
2023-12-16,BTC,42240.1171875
2023-12-17,BTC,41364.6640625
2023-12-18,BTC,42623.5390625
2023-12-19,BTC,42270.52734375
2023-12-20,BTC,43652.25
2023-12-21,BTC,43869.15234375
2023-12-22,BTC,43997.90234375
2023-12-23,BTC,43739.54296875
2023-12-24,BTC,43016.1171875
2023-12-25,BTC,43613.140625
2023-12-26,BTC,42520.40234375
2023-12-27,BTC,43442.85546875
2023-12-28,BTC,42627.85546875
2023-12-29,BTC,42099.40234375
2023-12-30,BTC,42156.90234375
2023-12-31,BTC,42265.1875
2024-01-01,BTC,44167.33203125
2024-01-02,BTC,44957.96875
2024-01-03,BTC,42848.17578125
2024-01-04,BTC,44179.921875
2024-01-05,BTC,44162.69140625
2024-01-06,BTC,43989.1953125
2024-01-07,BTC,43943.09765625
2024-01-08,BTC,46970.50390625
2024-01-09,BTC,46139.73046875
2024-01-10,BTC,46627.77734375
2024-01-11,BTC,46368.5859375
2024-01-12,BTC,42853.16796875
2024-01-13,BTC,42842.3828125
2024-01-14,BTC,41796.26953125
2024-01-15,BTC,42511.96875
2024-01-16,BTC,43154.9453125
2024-01-17,BTC,42742.65234375
2024-01-18,BTC,41262.05859375
2024-01-19,BTC,41618.40625
2024-01-20,BTC,41665.5859375
2024-01-21,BTC,41545.78515625
2024-01-22,BTC,39507.3671875
2024-01-23,BTC,39845.55078125
2024-01-24,BTC,40077.07421875
2024-01-25,BTC,39933.80859375
2024-01-26,BTC,41816.87109375
2024-01-27,BTC,42120.0546875
2024-01-28,BTC,42035.59375
2024-01-29,BTC,43288.24609375
2024-01-30,BTC,42952.609375
2024-01-31,BTC,42582.60546875
2024-02-01,BTC,43075.7734375
2024-02-02,BTC,43185.859375
2024-02-03,BTC,42992.25
2024-02-04,BTC,42583.58203125
2024-02-05,BTC,42658.66796875
2024-02-06,BTC,43084.671875
2024-02-07,BTC,44318.22265625
2024-02-08,BTC,45301.56640625
2024-02-09,BTC,47147.19921875
2024-02-10,BTC,47771.27734375
2024-02-11,BTC,48293.91796875
2024-02-12,BTC,49958.22265625
2024-02-13,BTC,49742.44140625
2024-02-14,BTC,51826.6953125
2024-02-15,BTC,51938.5546875
2024-02-16,BTC,52160.203125
2024-02-17,BTC,51662.99609375
2024-02-18,BTC,52122.546875
2024-02-19,BTC,51779.14453125
2024-02-20,BTC,52284.875
2024-02-21,BTC,51839.1796875
2024-02-22,BTC,51304.97265625
2024-02-23,BTC,50731.94921875
2024-02-24,BTC,51571.1015625
2024-02-25,BTC,51733.23828125
2024-02-26,BTC,54522.40234375
2024-02-27,BTC,57085.37109375
2024-02-28,BTC,62504.7890625
2024-02-29,BTC,61198.3828125
2024-03-01,BTC,62440.6328125
2024-03-02,BTC,62029.84765625
2024-03-03,BTC,63167.37109375
2024-03-04,BTC,68330.4140625
2024-03-05,BTC,63801.19921875
2024-03-06,BTC,66106.8046875
2024-03-07,BTC,66925.484375
2024-03-08,BTC,68300.09375
2024-03-09,BTC,68498.8828125
2024-03-10,BTC,69019.7890625
2024-03-11,BTC,72123.90625
2024-03-12,BTC,71481.2890625
2024-03-13,BTC,73083.5
2024-03-14,BTC,71396.59375
2024-03-15,BTC,69403.7734375
2024-03-16,BTC,65315.1171875
2024-03-17,BTC,68390.625
2024-03-18,BTC,67548.59375
2024-03-19,BTC,61912.7734375
2024-03-20,BTC,67913.671875
2024-03-21,BTC,65491.390625
2024-03-22,BTC,63778.76171875
2024-03-23,BTC,64062.203125
2024-03-24,BTC,67234.171875
2024-03-25,BTC,69958.8125
2024-03-26,BTC,69987.8359375
2024-03-27,BTC,69455.34375
2024-03-28,BTC,70744.953125
2024-03-29,BTC,69892.828125
2024-03-30,BTC,69645.3046875
2024-03-31,BTC,71333.6484375
2024-04-01,BTC,69702.1484375
2024-04-02,BTC,65446.97265625
2024-04-03,BTC,65980.8125
2024-04-04,BTC,68508.84375
2024-04-05,BTC,67837.640625
2024-04-06,BTC,68896.109375
2024-04-07,BTC,69362.5546875
2024-04-08,BTC,71631.359375
2024-04-09,BTC,69139.015625
2024-04-10,BTC,70587.8828125
2024-04-11,BTC,70060.609375
2024-04-12,BTC,67195.8671875
2024-04-13,BTC,63821.47265625
2024-04-14,BTC,65738.7265625
2024-04-15,BTC,63426.2109375
2024-04-16,BTC,63811.86328125
2024-04-17,BTC,61276.69140625
2024-04-18,BTC,63512.75390625
2024-04-19,BTC,63843.5703125
2024-04-20,BTC,64994.44140625
2024-04-21,BTC,64926.64453125
2024-04-22,BTC,66837.6796875
2024-04-23,BTC,66407.2734375
2024-04-24,BTC,64276.8984375
2024-04-25,BTC,64481.70703125
2024-04-26,BTC,63755.3203125
2024-04-27,BTC,63419.140625
2024-04-28,BTC,63113.23046875
2024-04-29,BTC,63841.12109375
2024-04-30,BTC,60636.85546875
2024-05-01,BTC,58254.01171875
2024-05-02,BTC,59123.43359375
2024-05-03,BTC,62889.8359375
2024-05-04,BTC,63891.47265625
2024-05-05,BTC,64031.1328125
2024-05-06,BTC,63161.94921875
2024-05-07,BTC,62334.81640625
2024-05-08,BTC,61187.94140625
2024-05-09,BTC,63049.9609375
2024-05-10,BTC,60792.77734375
2024-05-11,BTC,60793.7109375
2024-05-12,BTC,61448.39453125
2024-05-13,BTC,62901.44921875
2024-05-14,BTC,61552.7890625
2024-05-15,BTC,66267.4921875
2024-05-16,BTC,65231.58203125
2024-05-17,BTC,67051.875
2024-05-18,BTC,66940.8046875
2024-05-19,BTC,66278.3671875
2024-05-20,BTC,71448.1953125
2024-05-21,BTC,70136.53125
2024-05-22,BTC,69122.3359375
2024-05-23,BTC,67929.5625
2024-05-24,BTC,68526.1015625
2024-05-25,BTC,69265.9453125
2024-05-26,BTC,68518.09375
2024-05-27,BTC,69394.5546875
2024-05-28,BTC,68296.21875
2024-05-29,BTC,67578.09375
2024-05-30,BTC,68364.9921875
2024-05-31,BTC,67491.4140625
2024-06-01,BTC,67706.9375
2024-06-02,BTC,67751.6015625
2024-06-03,BTC,68804.78125
2024-06-04,BTC,70567.765625
2024-06-05,BTC,71082.8203125
2024-06-06,BTC,70757.1640625
2024-06-07,BTC,69342.5859375
2024-06-08,BTC,69305.7734375
2024-06-09,BTC,69647.9921875
2024-06-10,BTC,69512.28125
2024-06-11,BTC,67332.03125
2024-06-12,BTC,68241.1875
2024-06-13,BTC,66756.3984375
2024-06-14,BTC,66011.09375
2024-06-15,BTC,66191.0
2024-06-16,BTC,66639.046875
2024-06-17,BTC,66490.296875
2024-06-18,BTC,65140.74609375
2024-06-19,BTC,64960.296875
2024-06-20,BTC,64828.65625
2024-06-21,BTC,64096.19921875
2024-06-22,BTC,64252.578125
2024-06-23,BTC,63180.796875
2024-06-24,BTC,60277.4140625
2024-06-25,BTC,61804.640625
2024-06-26,BTC,60811.27734375
2024-06-27,BTC,61604.80078125
2024-06-28,BTC,60320.13671875
2024-06-29,BTC,60887.37890625
2024-06-30,BTC,62678.29296875
2024-07-01,BTC,62851.98046875
2024-07-02,BTC,62029.015625
2024-07-03,BTC,60173.921875
2024-07-04,BTC,56977.703125
2024-07-05,BTC,56662.375
2024-07-06,BTC,58303.5390625
2024-07-07,BTC,55849.109375
2024-07-08,BTC,56705.09765625
2024-07-09,BTC,58009.2265625
2024-07-10,BTC,57742.49609375
2024-07-11,BTC,57344.9140625
2024-07-12,BTC,57899.46484375
2024-07-13,BTC,59231.953125
2024-07-14,BTC,60787.79296875
2024-07-15,BTC,64870.15234375
2024-07-16,BTC,65097.1484375
2024-07-17,BTC,64118.79296875
2024-07-18,BTC,63974.06640625
2024-07-19,BTC,66710.15625
2024-07-20,BTC,67163.6484375
2024-07-21,BTC,68154.5234375
2024-07-22,BTC,67585.25
2024-07-23,BTC,65927.671875
2024-07-24,BTC,65372.1328125
2024-07-25,BTC,65777.2265625
2024-07-26,BTC,67912.0625
2024-07-27,BTC,67813.3359375
2024-07-28,BTC,68255.8671875
2024-07-29,BTC,66819.9140625
2024-07-30,BTC,66201.015625
2024-07-31,BTC,64619.25
2024-08-01,BTC,65357.5
2024-08-02,BTC,61415.06640625
2024-08-03,BTC,60680.09375
2024-08-04,BTC,58116.9765625
2024-08-05,BTC,53991.45703125
2024-08-06,BTC,56034.31640625
2024-08-07,BTC,55027.4609375
2024-08-08,BTC,61710.13671875
2024-08-09,BTC,60880.11328125
2024-08-10,BTC,60945.8125
2024-08-11,BTC,58719.484375
2024-08-12,BTC,59354.515625
2024-08-13,BTC,60609.56640625
2024-08-14,BTC,58737.26953125
2024-08-15,BTC,57560.09765625
2024-08-16,BTC,58894.10546875
2024-08-17,BTC,59478.97265625
2024-08-18,BTC,58483.96484375
2024-08-19,BTC,59493.453125
2024-08-20,BTC,59012.79296875
2024-08-21,BTC,61175.19140625
2024-08-22,BTC,60381.9140625
2024-08-23,BTC,64094.35546875
2024-08-24,BTC,64178.9921875
2024-08-25,BTC,64333.54296875
2024-08-26,BTC,62880.66015625
2024-08-27,BTC,59504.1328125
2024-08-28,BTC,59027.625
2024-08-29,BTC,59388.1796875
2024-08-30,BTC,59119.4765625
2024-08-31,BTC,58969.8984375
2024-09-01,BTC,57325.48828125
2024-09-02,BTC,59112.48046875
2024-09-03,BTC,57431.0234375
2024-09-04,BTC,57971.5390625
2024-09-05,BTC,56160.48828125
2024-09-06,BTC,53948.75390625
2024-09-07,BTC,54139.6875
2024-09-08,BTC,54841.56640625
2024-09-09,BTC,57019.53515625
2024-09-10,BTC,57648.7109375
2024-09-11,BTC,57343.171875
2024-09-12,BTC,58127.01171875
2024-09-13,BTC,60571.30078125
2024-09-14,BTC,60005.12109375
2024-09-15,BTC,59182.8359375
2024-09-16,BTC,58192.5078125
2024-09-17,BTC,60308.5390625
2024-09-18,BTC,61649.6796875
2024-09-19,BTC,62940.45703125
2024-09-20,BTC,63192.9765625
2024-09-21,BTC,63394.83984375
2024-09-22,BTC,63648.7109375
2024-09-23,BTC,63329.80078125
2024-09-24,BTC,64301.96875
2024-09-25,BTC,63143.14453125
2024-09-26,BTC,65181.01953125
2024-09-27,BTC,65790.6640625
2024-09-28,BTC,65887.6484375
2024-09-29,BTC,65635.3046875
2024-09-30,BTC,63329.5
2024-10-01,BTC,60837.0078125
2024-10-02,BTC,60632.78515625
2024-10-03,BTC,60759.40234375
2024-10-04,BTC,62067.4765625
2024-10-05,BTC,62089.94921875
2024-10-06,BTC,62818.953125
2024-10-07,BTC,62236.66015625
2024-10-08,BTC,62131.96875
2024-10-09,BTC,60582.1015625
2024-10-10,BTC,60274.5
2024-10-11,BTC,62445.08984375
2024-10-12,BTC,63193.0234375
2024-10-13,BTC,62851.375
2024-10-14,BTC,66046.125
2024-10-15,BTC,67041.109375
2024-10-16,BTC,67612.71875
2024-10-17,BTC,67399.8359375
2024-10-18,BTC,68418.7890625
2024-10-19,BTC,68362.734375
2024-10-20,BTC,69001.703125
2024-10-21,BTC,67367.8515625
2024-10-22,BTC,67361.40625
2024-10-23,BTC,66432.1953125
2024-10-24,BTC,68161.0546875
2024-10-25,BTC,66642.4140625
2024-10-26,BTC,67014.6953125
2024-10-27,BTC,67929.296875
2024-10-28,BTC,69907.7578125
2024-10-29,BTC,72720.4921875
2024-10-30,BTC,72339.5390625
2024-10-31,BTC,70215.1875
2024-11-01,BTC,69482.46875
2024-11-02,BTC,69289.2734375
2024-11-03,BTC,68741.1171875
2024-11-04,BTC,67811.5078125
2024-11-05,BTC,69359.5625
2024-11-06,BTC,75639.078125
2024-11-07,BTC,75904.859375
2024-11-08,BTC,76545.4765625
2024-11-09,BTC,76778.8671875
2024-11-10,BTC,80474.1875
2024-11-11,BTC,88701.484375
2024-11-12,BTC,87955.8125
2024-11-13,BTC,90584.1640625
2024-11-14,BTC,87250.4296875
2024-11-15,BTC,91066.0078125
2024-11-16,BTC,90558.4765625
2024-11-17,BTC,89845.8515625
2024-11-18,BTC,90542.640625
2024-11-19,BTC,92343.7890625
2024-11-20,BTC,94339.4921875
2024-11-21,BTC,98504.7265625
2024-11-22,BTC,98997.6640625
2024-11-23,BTC,97777.28125
2024-11-24,BTC,98013.8203125
2024-11-25,BTC,93102.296875
2024-11-26,BTC,91985.3203125
2024-11-27,BTC,95962.53125
2024-11-28,BTC,95652.46875
2024-11-29,BTC,97461.5234375
2024-11-30,BTC,96449.0546875
2024-12-01,BTC,97279.7890625
2024-12-02,BTC,95865.3046875
2024-12-03,BTC,96002.1640625
2024-12-04,BTC,98768.53125
2024-12-05,BTC,96593.5703125
2024-12-06,BTC,99920.7109375
2024-12-07,BTC,99923.3359375
2024-12-08,BTC,101236.015625
2024-12-09,BTC,97432.71875
2024-12-10,BTC,96675.4296875
2024-12-11,BTC,101173.03125
2024-12-12,BTC,100043.0
2024-12-13,BTC,101459.2578125
2024-12-14,BTC,101372.96875
2024-12-15,BTC,104298.6953125
2024-12-16,BTC,106029.71875
2024-12-17,BTC,106140.6015625
2024-12-18,BTC,100041.5390625
2024-12-19,BTC,97490.953125
2024-12-20,BTC,97755.9296875
2024-12-21,BTC,97224.7265625
2024-12-22,BTC,95104.9375
2024-12-23,BTC,94686.2421875
2024-12-24,BTC,98676.09375
2024-12-25,BTC,99299.1953125
2024-12-26,BTC,95795.515625
2024-12-27,BTC,94164.859375
2024-12-28,BTC,95163.9296875
2024-12-29,BTC,93530.2265625
2024-12-30,BTC,92643.2109375
2024-12-31,BTC,93429.203125
2025-01-01,BTC,94419.7578125
2025-01-02,BTC,96886.875
2025-01-03,BTC,98107.4296875
2025-01-04,BTC,98236.2265625
2025-01-05,BTC,98314.9609375
2025-01-06,BTC,102078.0859375
2025-01-07,BTC,96922.703125
2025-01-08,BTC,95043.5234375
2025-01-09,BTC,92484.0390625
2025-01-10,BTC,94701.453125
2025-01-11,BTC,94566.59375
2025-01-12,BTC,94488.4375
2025-01-13,BTC,94516.5234375
2025-01-14,BTC,96534.046875
2025-01-15,BTC,100504.4921875
2025-01-16,BTC,99756.90625
2025-01-17,BTC,104462.0390625
2025-01-18,BTC,104408.0703125
2025-01-19,BTC,101089.609375
2025-01-20,BTC,102016.6640625
2025-01-21,BTC,106146.265625
2025-01-22,BTC,103653.0703125
2025-01-23,BTC,103960.171875
2025-01-24,BTC,104819.484375
2025-01-25,BTC,104714.6484375
2025-01-26,BTC,102682.5
2025-01-27,BTC,102087.6875
2025-01-28,BTC,101332.4765625
2025-01-29,BTC,103703.2109375
2025-01-30,BTC,104735.3046875
2025-01-31,BTC,102405.0234375
2025-02-01,BTC,100655.90625
2025-02-02,BTC,97688.9765625
2025-02-03,BTC,101405.421875
2025-02-04,BTC,97871.8203125
2025-02-05,BTC,96615.4453125
2025-02-06,BTC,96593.296875
2025-02-07,BTC,96529.0859375
2025-02-08,BTC,96482.453125
2025-02-09,BTC,96500.09375
2025-02-10,BTC,97437.5546875
2025-02-11,BTC,95747.4296875
2025-02-12,BTC,97885.859375
2025-02-13,BTC,96623.8671875
2025-02-14,BTC,97508.96875
2025-02-15,BTC,97580.3515625
2025-02-16,BTC,96175.03125
2025-02-17,BTC,95773.3828125
2025-02-18,BTC,95539.546875
2025-02-19,BTC,96635.609375
2025-02-20,BTC,98333.9375
2025-02-21,BTC,96125.546875
2025-02-22,BTC,96577.7578125
2025-02-23,BTC,96273.921875
2025-02-24,BTC,91418.171875
2025-02-25,BTC,88736.171875
2025-02-26,BTC,84347.0234375
2025-02-27,BTC,84704.2265625
2025-02-28,BTC,84373.0078125
2025-03-01,BTC,86031.9140625
2025-03-02,BTC,94248.3515625
2025-03-03,BTC,86065.671875
2025-03-04,BTC,87222.1953125
2025-03-05,BTC,90623.5625
2025-03-06,BTC,89961.7265625
2025-03-07,BTC,86742.671875
2025-03-08,BTC,86154.59375
2025-03-09,BTC,80601.0390625
2025-03-10,BTC,78532.0
2025-03-11,BTC,82862.2109375
2025-03-12,BTC,83722.359375
2025-03-13,BTC,81066.703125
2025-03-14,BTC,83969.1015625
2025-03-15,BTC,84343.109375
2025-03-16,BTC,82579.6875
2025-03-17,BTC,84075.6875
2025-03-18,BTC,82718.5
2025-03-19,BTC,86854.2265625
2025-03-20,BTC,84167.1953125
2025-03-21,BTC,84043.2421875
2025-03-22,BTC,83832.484375
2025-03-23,BTC,86054.375
2025-03-24,BTC,87498.9140625
2025-03-25,BTC,87471.703125
2025-03-26,BTC,86900.8828125
2025-03-27,BTC,87177.1015625
2025-03-28,BTC,84353.1484375
2025-03-29,BTC,82597.5859375
2025-03-30,BTC,82334.5234375
2025-03-31,BTC,82548.9140625
2025-04-01,BTC,85169.171875
2025-04-02,BTC,82485.7109375
2025-04-03,BTC,83102.828125
2025-04-04,BTC,83843.8046875
2025-04-05,BTC,83504.796875
2025-04-06,BTC,78214.484375
2025-04-07,BTC,79235.3359375
2025-04-08,BTC,76271.953125
2025-04-09,BTC,82573.953125
2025-04-10,BTC,79626.140625
2025-04-11,BTC,83404.8359375
2025-04-12,BTC,85287.109375
2025-04-13,BTC,83684.9765625
2025-04-14,BTC,84542.390625
2025-04-15,BTC,83668.9921875
2025-04-16,BTC,84033.8671875
2025-04-17,BTC,84895.75
2025-04-18,BTC,84450.8046875
2025-04-19,BTC,85063.4140625
2025-04-20,BTC,85174.3046875
2025-04-21,BTC,87518.90625
2025-04-22,BTC,93441.890625
2025-04-23,BTC,93699.109375
2025-04-24,BTC,93943.796875
2025-04-25,BTC,94720.5
2025-04-26,BTC,94646.9296875
2025-04-27,BTC,93754.84375
2025-04-28,BTC,94978.75
2025-04-29,BTC,94284.7890625
2025-04-30,BTC,94207.3125
2025-05-01,BTC,96492.3359375
2025-05-02,BTC,96910.0703125
2025-05-03,BTC,95891.796875
2025-05-04,BTC,94315.9765625
2025-05-05,BTC,94748.0546875
2025-05-06,BTC,96802.4765625
2025-05-07,BTC,97032.3203125
2025-05-08,BTC,103241.4609375
2025-05-09,BTC,102970.8515625
2025-05-10,BTC,104696.328125
2025-05-11,BTC,104106.359375
2025-05-12,BTC,102812.953125
2025-05-13,BTC,104169.8125
2025-05-14,BTC,103539.4140625
2025-05-15,BTC,103744.640625
2025-05-16,BTC,103489.2890625
2025-05-17,BTC,103191.0859375
2025-05-18,BTC,106446.0078125
2025-05-19,BTC,105606.1796875
2025-05-20,BTC,106791.0859375
2025-05-21,BTC,109678.078125
2025-05-22,BTC,111673.28125
2025-05-23,BTC,107287.796875
2025-05-24,BTC,107791.15625
2025-05-25,BTC,109035.390625
2025-05-26,BTC,109440.3671875
2025-05-27,BTC,108994.640625
2025-05-28,BTC,107802.328125
2025-05-29,BTC,105641.7578125
2025-05-30,BTC,103998.5703125
2025-05-31,BTC,104638.09375
2025-06-01,BTC,105652.1015625
2025-06-02,BTC,105881.53125
2025-06-03,BTC,105432.46875
2025-06-04,BTC,104731.984375
2025-06-05,BTC,101575.953125
2025-06-06,BTC,104390.34375
2025-06-07,BTC,105615.625
2025-06-08,BTC,105793.6484375
2025-06-09,BTC,110294.1015625
2025-06-10,BTC,110257.234375
2025-06-11,BTC,108686.625
2025-06-12,BTC,105929.0546875
2025-06-13,BTC,106090.96875
2025-06-14,BTC,105472.40625
2025-06-15,BTC,105552.0234375
2025-06-16,BTC,106796.7578125
2025-06-17,BTC,104601.1171875
2025-06-18,BTC,104883.328125
2025-06-19,BTC,104684.2890625
2025-06-20,BTC,103309.6015625
2025-06-21,BTC,102257.40625
2025-06-22,BTC,100987.140625
2025-06-23,BTC,105577.7734375
2025-06-24,BTC,106045.6328125
2025-06-25,BTC,107361.2578125
2025-06-26,BTC,106960.0
2025-06-27,BTC,107088.4296875
2025-06-28,BTC,107327.703125
2025-06-29,BTC,108385.5703125
2025-06-30,BTC,107135.3359375
2025-07-01,BTC,105698.28125
2025-07-02,BTC,108859.3203125
2025-07-03,BTC,109647.9765625
2025-07-04,BTC,108034.3359375
2025-07-05,BTC,108231.1796875
2025-07-06,BTC,109232.0703125
2025-07-07,BTC,108299.8515625
2025-07-08,BTC,108950.2734375
2025-07-09,BTC,111326.5546875
2025-07-10,BTC,115987.203125
2025-07-11,BTC,117516.9921875
2025-07-12,BTC,117435.2265625
2025-07-13,BTC,119116.1171875
2025-07-14,BTC,119849.703125
2025-07-15,BTC,117777.1875
2025-07-16,BTC,118738.5078125
2025-07-17,BTC,119289.84375
2025-07-18,BTC,118003.2265625
2025-07-19,BTC,117939.9765625
2025-07-20,BTC,117300.7890625
2025-07-21,BTC,117439.5390625
2025-07-22,BTC,119995.4140625
2025-07-23,BTC,118754.9609375
2025-07-24,BTC,118368.0
2025-07-25,BTC,117635.8828125
2025-07-26,BTC,117947.3671875
2025-07-27,BTC,119448.4921875
2025-07-28,BTC,117924.4765625
2025-07-29,BTC,117922.1484375
2025-07-30,BTC,117831.1875
2025-07-31,BTC,115758.203125
2025-08-01,BTC,113320.0859375
2025-08-02,BTC,112526.9140625
2025-08-03,BTC,114217.671875
2025-08-04,BTC,115071.8828125
2025-08-05,BTC,114141.4453125
2025-08-06,BTC,115028.0
2025-08-07,BTC,117496.8984375
2025-08-08,BTC,116688.7265625
2025-08-09,BTC,116500.359375
2025-08-10,BTC,119306.7578125
2025-08-11,BTC,118731.4453125
2025-08-12,BTC,120172.90625
2025-08-13,BTC,123344.0625
2025-08-14,BTC,118359.578125
2025-08-15,BTC,117398.3515625
2025-08-16,BTC,117491.3515625
2025-08-17,BTC,117453.0625
2025-08-18,BTC,116252.3125
2025-08-19,BTC,112831.1796875
2025-08-20,BTC,114274.7421875
2025-08-21,BTC,112419.03125
2025-08-22,BTC,116874.0859375
2025-08-23,BTC,115374.328125
2025-08-24,BTC,113458.4296875
2025-08-25,BTC,110124.3515625
2025-08-26,BTC,111802.65625
2025-08-27,BTC,111222.0625
2025-08-28,BTC,112544.8046875
2025-08-29,BTC,108410.8359375
2025-08-30,BTC,108808.0703125
2025-08-31,BTC,108236.7109375
2025-09-01,BTC,109250.59375
2025-09-02,BTC,111200.5859375
2025-09-03,BTC,111723.2109375
2025-09-04,BTC,110723.6015625
2025-09-05,BTC,110650.984375
2025-09-06,BTC,110224.6953125
2025-09-07,BTC,111167.6171875
2025-09-08,BTC,112071.4296875
2025-09-09,BTC,111530.546875
2025-09-10,BTC,113955.359375
2025-09-11,BTC,115507.5390625
2025-09-12,BTC,116101.578125
2025-09-13,BTC,115950.5078125
2025-09-14,BTC,115407.65625
2025-09-15,BTC,115444.875
2025-09-16,BTC,116843.1875
2025-09-17,BTC,116468.5078125
2025-09-18,BTC,117137.203125
